Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 3.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
780 Armenia (A914 BJ)              	| RA, DEC 17 11 16.12 -00 37 34.2	| EL, AZ: 21.7  77.5 	| Mag: 13.9 	| moon_dis: 120.1
785 Zwetana (A914 FD)              	| RA, DEC 18 28 52.53 -34 52 02.8	| EL, AZ: 20.7  119.1	| Mag: 12.6 	| moon_dis: 141.9
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-15 20:00 -- UTC: 2026-07-15 23:00
704 Interamnia (A910 TC)           	| RA, DEC 13 46 55.27 -26 40 08.9	| EL, AZ: 86.5  345.8	| Mag: 12.5 	| moon_dis: 81.5 
174 Phaedra (A877 RA)              	| RA, DEC 14 10 36.67 -29 13 48.3	| EL, AZ: 85.6  79.7 	| Mag: 12.9 	| moon_dis: 87.3 
154 Bertha (A875 VD)               	| RA, DEC 13 46 27.92 -17 31 49.1	| EL, AZ: 77.4  355.2	| Mag: 13.1 	| moon_dis: 77.6 
93 Minerva (A867 QA)               	| RA, DEC 13 33 08.03 -17 37 57.5	| EL, AZ: 76.9  341.1	| Mag: 12.6 	| moon_dis: 74.7 
362 Havnia (A893 EG)               	| RA, DEC 14 35 03.76 -21 30 40.6	| EL, AZ: 76.9  51.7 	| Mag: 13.9 	| moon_dis: 89.7 
135 Hertha (A874 DA)               	| RA, DEC 14 27 52.80 -17 46 21.2	| EL, AZ: 75.0  36.4 	| Mag: 12.4 	| moon_dis: 86.8 
599 Luisa (A906 HF)                	| RA, DEC 13 52 19.69 -14 42 07.2	| EL, AZ: 74.6  1.3  	| Mag: 13.8 	| moon_dis: 77.7 
70 Panopaea (A861 JA)              	| RA, DEC 14 57 01.75 -24 04 17.2	| EL, AZ: 74.1  71.6 	| Mag: 12.1 	| moon_dis: 95.3 
116 Sirona (A871 RA)               	| RA, DEC 14 25 47.70 -14 10 30.2	| EL, AZ: 72.1  28.7 	| Mag: 12.7 	| moon_dis: 85.1 
13 Egeria (A850 VA)                	| RA, DEC 13 34 08.08 -11 50 46.9	| EL, AZ: 71.3  347.1	| Mag: 12.0 	| moon_dis: 72.5 
144 Vibilia (A875 LA)              	| RA, DEC 14 24 41.76 -12 24 54.9	| EL, AZ: 70.6  25.7 	| Mag: 13.4 	| moon_dis: 84.2 
79 Eurynome (A863 RA)              	| RA, DEC 14 08 35.66 -10 25 57.6	| EL, AZ: 69.9  12.8 	| Mag: 13.0 	| moon_dis: 79.8 
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 46.72 -34 09 38.2	| EL, AZ: 68.9  107.4	| Mag: 13.8 	| moon_dis: 104.6
374 Burgundia (A893 SA)            	| RA, DEC 13 40 21.20 -08 24 09.1	| EL, AZ: 68.2  353.0	| Mag: 13.7 	| moon_dis: 72.6 
790 Pretoria (A912 BE)             	| RA, DEC 12 29 13.66 -17 44 05.3	| EL, AZ: 67.7  299.0	| Mag: 14.0 	| moon_dis: 61.5 
55 Pandora (A858 RB)               	| RA, DEC 13 00 28.88 -10 00 56.1	| EL, AZ: 66.7  327.0	| Mag: 13.7 	| moon_dis: 64.3 
233 Asterope (A883 JA)             	| RA, DEC 13 16 21.94 -08 03 59.9	| EL, AZ: 66.5  338.1	| Mag: 13.8 	| moon_dis: 67.0 
694 Ekard (A909 VC)                	| RA, DEC 14 49 51.13 -10 16 04.6	| EL, AZ: 65.9  37.8 	| Mag: 13.7 	| moon_dis: 89.3 
363 Padua (A893 FD)                	| RA, DEC 15 29 08.05 -20 06 01.8	| EL, AZ: 65.7  71.4 	| Mag: 13.8 	| moon_dis: 101.3
241 Germania (A884 RA)             	| RA, DEC 12 49 13.01 -10 19 40.9	| EL, AZ: 65.6  320.8	| Mag: 13.8 	| moon_dis: 61.9 
498 Tokio (A902 XA)                	| RA, DEC 14 37 50.92 -08 17 13.7	| EL, AZ: 65.6  29.1 	| Mag: 13.6 	| moon_dis: 85.9 
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 48.13 -28 11 18.4	| EL, AZ: 65.3  92.6 	| Mag: 10.5 	| moon_dis: 106.5
26 Proserpina (A853 JA)            	| RA, DEC 13 04 58.17 -06 39 46.3	| EL, AZ: 64.2  333.0	| Mag: 12.4 	| moon_dis: 63.9 
563 Suleika (A905 GD)              	| RA, DEC 15 19 09.59 -14 11 35.9	| EL, AZ: 64.2  56.7 	| Mag: 14.0 	| moon_dis: 97.3 
776 Berbericia (A914 BE)           	| RA, DEC 15 10 57.00 -11 45 55.7	| EL, AZ: 63.9  49.6 	| Mag: 13.1 	| moon_dis: 94.7 
556 Phyllis (A905 AD)              	| RA, DEC 15 44 09.13 -23 22 08.8	| EL, AZ: 63.9  81.8 	| Mag: 14.0 	| moon_dis: 105.5
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.13 -14 38 41.7	| EL, AZ: 62.8  60.6 	| Mag: 12.4 	| moon_dis: 99.5 
674 Rachele (A908 UK)              	| RA, DEC 15 52 32.05 -25 23 03.0	| EL, AZ: 62.7  87.4 	| Mag: 13.0 	| moon_dis: 107.8
92 Undina (A867 NA)                	| RA, DEC 15 13 18.18 -10 33 30.8	| EL, AZ: 62.6  48.8 	| Mag: 12.2 	| moon_dis: 94.9 
69 Hesperia (A861 HC)              	| RA, DEC 13 23 48.26 -03 12 46.7	| EL, AZ: 62.4  345.3	| Mag: 12.9 	| moon_dis: 66.8 
269 Justitia (A887 SA)             	| RA, DEC 15 13 59.53 -09 47 36.2	| EL, AZ: 61.9  47.9 	| Mag: 13.2 	| moon_dis: 94.8 
123 Brunhild (A872 OB)             	| RA, DEC 16 05 10.15 -27 23 17.1	| EL, AZ: 60.5  93.1 	| Mag: 13.9 	| moon_dis: 111.0
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 17.38 -35 20 17.9	| EL, AZ: 60.1  109.4	| Mag: 13.2 	| moon_dis: 113.4
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.45 -20 34 25.1	| EL, AZ: 60.0  78.9 	| Mag: 11.1 	| moon_dis: 107.8
204 Kallisto (A879 TA)             	| RA, DEC 12 52 20.29 -03 18 13.5	| EL, AZ: 59.8  329.8	| Mag: 13.7 	| moon_dis: 59.6 
559 Nanon (A905 EB)                	| RA, DEC 15 33 28.40 -11 08 31.2	| EL, AZ: 59.5  56.9 	| Mag: 13.9 	| moon_dis: 99.8 
127 Johanna (A872 VB)              	| RA, DEC 16 13 51.41 -30 11 05.7	| EL, AZ: 59.2  99.3 	| Mag: 13.2 	| moon_dis: 113.3
24 Themis (A853 GA)                	| RA, DEC 16 02 51.63 -21 20 54.3	| EL, AZ: 59.1  81.3 	| Mag: 12.5 	| moon_dis: 109.2
15 Eunomia (A851 OA)               	| RA, DEC 11 59 23.26 -12 08 00.2	| EL, AZ: 58.6  298.8	| Mag: 11.3 	| moon_dis: 52.4 
804 Hispania (A915 FK)             	| RA, DEC 16 15 00.30 -43 44 57.4	| EL, AZ: 58.4  125.6	| Mag: 12.2 	| moon_dis: 114.8
481 Emita (A902 CB)                	| RA, DEC 16 12 32.38 -24 07 58.5	| EL, AZ: 58.0  87.8 	| Mag: 13.9 	| moon_dis: 112.0
469 Argentina (A901 DC)            	| RA, DEC 16 26 03.11 -36 37 56.6	| EL, AZ: 57.2  111.9	| Mag: 13.5 	| moon_dis: 116.5
20 Massalia (A852 SA)              	| RA, DEC 12 30 47.95 -03 14 56.4	| EL, AZ: 57.1  320.9	| Mag: 11.5 	| moon_dis: 54.7 
108 Hecuba (A869 GB)               	| RA, DEC 16 26 18.01 -27 27 13.2	| EL, AZ: 56.0  95.3 	| Mag: 13.0 	| moon_dis: 115.6
238 Hypatia (A884 NA)              	| RA, DEC 12 44 58.37 +00 43 20.8	| EL, AZ: 55.4  330.0	| Mag: 14.0 	| moon_dis: 56.4 
175 Andromache (A877 TA)           	| RA, DEC 16 27 47.08 -25 47 08.9	| EL, AZ: 55.2  92.6 	| Mag: 13.3 	| moon_dis: 115.7
122 Gerda (A872 OA)                	| RA, DEC 12 24 00.15 -01 50 40.2	| EL, AZ: 55.0  319.8	| Mag: 13.7 	| moon_dis: 52.6 
472 Roma (A901 NA)                 	| RA, DEC 14 53 38.84 +01 38 34.5	| EL, AZ: 54.9  28.0 	| Mag: 13.9 	| moon_dis: 86.4 
121 Hermione (A872 JA)             	| RA, DEC 16 27 11.03 -23 00 27.4	| EL, AZ: 54.5  87.9 	| Mag: 13.0 	| moon_dis: 115.1
173 Ino (A877 PA)                  	| RA, DEC 15 12 09.08 -00 05 58.0	| EL, AZ: 54.3  36.5 	| Mag: 13.5 	| moon_dis: 91.4 
48 Doris (A857 SA)                 	| RA, DEC 16 19 12.54 -13 03 37.6	| EL, AZ: 51.8  71.6 	| Mag: 12.5 	| moon_dis: 111.1
97 Klotho (A868 DB)                	| RA, DEC 15 56 18.33 -05 18 47.4	| EL, AZ: 51.4  56.2 	| Mag: 13.4 	| moon_dis: 103.5
28 Bellona (A854 EA)               	| RA, DEC 16 10 58.97 -09 22 57.7	| EL, AZ: 51.3  64.9 	| Mag: 12.2 	| moon_dis: 108.1
120 Lachesis (A872 GB)             	| RA, DEC 11 51 51.18 -03 20 19.3	| EL, AZ: 51.2  307.8	| Mag: 13.6 	| moon_dis: 46.1 
119 Althaea (A872 GA)              	| RA, DEC 16 27 43.72 -14 25 09.5	| EL, AZ: 50.7  75.2 	| Mag: 12.6 	| moon_dis: 113.4
159 Aemilia (A876 BA)              	| RA, DEC 16 35 44.28 -15 35 44.8	| EL, AZ: 49.6  78.3 	| Mag: 13.7 	| moon_dis: 115.6
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 58.66 -14 20 43.7	| EL, AZ: 49.3  76.3 	| Mag: 13.5 	| moon_dis: 114.9
304 Olga (A891 CB)                 	| RA, DEC 15 24 02.82 +04 11 59.2	| EL, AZ: 49.1  37.0 	| Mag: 14.0 	| moon_dis: 92.8 
270 Anahita (A887 TA)              	| RA, DEC 11 49 36.97 -00 45 49.0	| EL, AZ: 48.9  309.8	| Mag: 14.0 	| moon_dis: 44.4 
210 Isabella (A879 VA)             	| RA, DEC 17 02 03.05 -29 03 52.6	| EL, AZ: 48.7  100.9	| Mag: 14.0 	| moon_dis: 123.6
660 Crescentia (A908 AN)           	| RA, DEC 15 38 54.38 +02 22 31.5	| EL, AZ: 48.5  43.2 	| Mag: 13.1 	| moon_dis: 96.9 
65 Cybele (A861 EB)                	| RA, DEC 12 01 16.31 +02 13 57.4	| EL, AZ: 48.4  316.1	| Mag: 13.1 	| moon_dis: 45.7 
19 Fortuna (A852 QA)               	| RA, DEC 11 51 40.25 +00 31 27.8	| EL, AZ: 48.3  311.7	| Mag: 13.2 	| moon_dis: 44.3 
35 Leukothea (A855 HA)             	| RA, DEC 11 40 06.93 -01 10 09.3	| EL, AZ: 47.6  306.8	| Mag: 13.7 	| moon_dis: 42.5 
231 Vindobona (A882 RB)            	| RA, DEC 17 13 19.44 -30 54 32.3	| EL, AZ: 46.7  104.4	| Mag: 13.4 	| moon_dis: 126.1
276 Adelheid (A888 HA)             	| RA, DEC 16 06 45.54 -00 54 52.8	| EL, AZ: 46.5  54.2 	| Mag: 14.0 	| moon_dis: 104.6
14 Irene (A851 KA)                 	| RA, DEC 17 08 18.07 -24 20 06.0	| EL, AZ: 46.0  94.8 	| Mag: 10.3 	| moon_dis: 124.6
387 Aquitania (A894 EC)            	| RA, DEC 13 03 51.14 +12 47 16.3	| EL, AZ: 45.6  343.4	| Mag: 12.4 	| moon_dis: 57.2 
258 Tyche (A886 JA)                	| RA, DEC 16 30 45.09 -04 19 54.2	| EL, AZ: 44.3  63.5 	| Mag: 12.4 	| moon_dis: 111.3
88 Thisbe (A866 LA)                	| RA, DEC 11 22 22.92 -00 57 17.2	| EL, AZ: 44.3  302.5	| Mag: 13.2 	| moon_dis: 38.5 
148 Gallia (A875 PA)               	| RA, DEC 14 58 34.38 +13 19 24.9	| EL, AZ: 43.6  23.0 	| Mag: 13.3 	| moon_dis: 84.0 
814 Tauris (A916 AE)               	| RA, DEC 17 20 14.38 -24 03 58.2	| EL, AZ: 43.4  95.7 	| Mag: 13.8 	| moon_dis: 127.3
7 Iris (A847 PA)                   	| RA, DEC 11 17 12.45 -00 20 16.0	| EL, AZ: 42.9  301.9	| Mag: 11.4 	| moon_dis: 37.1 
199 Byblis (A879 NA)               	| RA, DEC 17 25 33.80 -25 33 36.6	| EL, AZ: 42.7  98.2 	| Mag: 12.4 	| moon_dis: 128.6
372 Palma (A893 QB)                	| RA, DEC 17 47 05.72 -48 36 10.5	| EL, AZ: 42.1  130.1	| Mag: 13.4 	| moon_dis: 129.8
797 Montana (A914 WG)              	| RA, DEC 17 26 32.83 -18 51 00.0	| EL, AZ: 40.1  89.9 	| Mag: 13.9 	| moon_dis: 128.1
527 Euryanthe (A904 FC)            	| RA, DEC 17 22 12.21 -16 07 29.8	| EL, AZ: 39.9  86.1 	| Mag: 14.0 	| moon_dis: 126.6
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 45.21 -55 19 49.5	| EL, AZ: 39.6  138.9	| Mag: 12.7 	| moon_dis: 129.2
11 Parthenope (A850 JA)            	| RA, DEC 11 24 10.73 +07 40 53.5	| EL, AZ: 38.4  310.9	| Mag: 12.2 	| moon_dis: 35.1 
160 Una (A876 DA)                  	| RA, DEC 17 52 07.20 -29 09 00.1	| EL, AZ: 38.2  105.0	| Mag: 13.4 	| moon_dis: 134.5
156 Xanthippe (A875 WA)            	| RA, DEC 10 50 47.88 +00 07 44.7	| EL, AZ: 37.6  296.7	| Mag: 13.7 	| moon_dis: 31.4 
800 Kressmannia (A915 FG)          	| RA, DEC 17 56 12.77 -29 47 15.9	| EL, AZ: 37.5  106.1	| Mag: 12.9 	| moon_dis: 135.4
416 Vaticana (A896 JA)             	| RA, DEC 11 36 16.93 +11 28 28.2	| EL, AZ: 37.3  316.9	| Mag: 12.9 	| moon_dis: 36.7 
41 Daphne (A856 KA)                	| RA, DEC 11 08 45.11 +07 56 56.5	| EL, AZ: 35.6  307.6	| Mag: 12.4 	| moon_dis: 31.4 
67 Asia (A861 HA)                  	| RA, DEC 10 53 14.64 +05 00 42.0	| EL, AZ: 34.9  301.8	| Mag: 13.9 	| moon_dis: 29.2 
780 Armenia (A914 BJ)              	| RA, DEC 17 11 14.93 -00 37 50.7	| EL, AZ: 34.1  67.8 	| Mag: 13.9 	| moon_dis: 119.7
103 Hera (A868 RA)                 	| RA, DEC 11 03 17.55 +09 26 55.5	| EL, AZ: 33.6  307.7	| Mag: 13.6 	| moon_dis: 29.6 
785 Zwetana (A914 FD)              	| RA, DEC 18 28 50.14 -34 52 11.9	| EL, AZ: 32.3  114.4	| Mag: 12.6 	| moon_dis: 141.4
44 Nysa (A857 KA)                  	| RA, DEC 10 55 05.08 +09 22 53.9	| EL, AZ: 32.2  305.9	| Mag: 11.4 	| moon_dis: 27.8 
51 Nemausa (A858 BA)               	| RA, DEC 17 39 20.14 -07 12 18.6	| EL, AZ: 31.9  79.0 	| Mag: 11.2 	| moon_dis: 128.5
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 45.89 -13 52 17.7	| EL, AZ: 31.8  88.0 	| Mag: 13.7 	| moon_dis: 133.9
511 Davida (A903 KB)               	| RA, DEC 11 32 06.82 +17 32 58.1	| EL, AZ: 31.8  320.3	| Mag: 12.5 	| moon_dis: 34.6 
216 Kleopatra (A880 GB)            	| RA, DEC 17 43 11.09 -06 54 34.0	| EL, AZ: 30.9  79.2 	| Mag: 11.5 	| moon_dis: 129.3
205 Martha (A879 TB)               	| RA, DEC 17 55 21.80 -08 38 10.0	| EL, AZ: 29.2  82.7 	| Mag: 13.6 	| moon_dis: 132.7
488 Kreusa (A902 MC)               	| RA, DEC 18 41 25.02 -28 49 05.6	| EL, AZ: 27.9  108.8	| Mag: 12.8 	| moon_dis: 145.3
163 Erigone (A876 HC)              	| RA, DEC 18 21 40.73 -17 02 32.9	| EL, AZ: 27.4  94.6 	| Mag: 14.0 	| moon_dis: 140.8
337 Devosa (A892 SB)               	| RA, DEC 10 29 05.91 +09 47 21.6	| EL, AZ: 27.2  301.2	| Mag: 13.9 	| moon_dis: 21.7 
37 Fides (A855 TB)                 	| RA, DEC 18 42 49.25 -27 39 14.3	| EL, AZ: 27.2  107.7	| Mag: 11.5 	| moon_dis: 145.8
211 Isolda (A879 XA)               	| RA, DEC 18 37 56.03 -21 18 10.7	| EL, AZ: 25.7  100.7	| Mag: 13.0 	| moon_dis: 145.0
378 Holmia (A893 XA)               	| RA, DEC 18 26 21.07 -15 02 26.3	| EL, AZ: 25.5  93.1 	| Mag: 13.9 	| moon_dis: 141.6
840 Zenobia (A916 SN)              	| RA, DEC 18 37 25.09 -20 04 25.9	| EL, AZ: 25.3  99.4 	| Mag: 14.0 	| moon_dis: 144.8
82 Alkmene (A864 WA)               	| RA, DEC 10 24 02.34 +11 18 52.4	| EL, AZ: 25.3  301.6	| Mag: 13.1 	| moon_dis: 20.0 
407 Arachne (A895 TB)              	| RA, DEC 18 55 12.58 -24 30 53.5	| EL, AZ: 23.4  105.7	| Mag: 12.6 	| moon_dis: 148.9
128 Nemesis (A872 WA)              	| RA, DEC 19 03 05.24 -27 50 31.1	| EL, AZ: 23.1  109.8	| Mag: 11.4 	| moon_dis: 150.2
54 Alexandra (A858 RA)             	| RA, DEC 09 59 33.01 +07 31 11.8	| EL, AZ: 23.0  294.2	| Mag: 14.0 	| moon_dis: 16.8 
921 Jovita (A919 RD)               	| RA, DEC 17 59 31.36 +01 24 31.1	| EL, AZ: 23.0  73.8 	| Mag: 13.9 	| moon_dis: 130.0
451 Patientia (A899 XA)            	| RA, DEC 19 11 46.92 -29 50 21.8	| EL, AZ: 22.1  112.6	| Mag: 11.3 	| moon_dis: 151.5
976 Benjamina (A922 FD)            	| RA, DEC 18 43 04.27 -15 27 19.5	| EL, AZ: 22.1  95.5 	| Mag: 13.9 	| moon_dis: 145.6
503 Evelyn (A903 BL)               	| RA, DEC 19 07 01.46 -27 09 44.2	| EL, AZ: 22.0  109.5	| Mag: 13.8 	| moon_dis: 151.2
2013 Tucapel (1971 UH4)            	| RA, DEC 19 10 08.91 -26 15 11.9	| EL, AZ: 21.0  108.9	| Mag: 13.4 	| moon_dis: 152.0
663 Gerlinde (A908 MB)             	| RA, DEC 18 23 13.28 -03 01 20.3	| EL, AZ: 20.4  81.3 	| Mag: 13.8 	| moon_dis: 137.2
850 Altona (A916 FG)               	| RA, DEC 18 53 45.86 -16 36 05.8	| EL, AZ: 20.3  97.8 	| Mag: 13.3 	| moon_dis: 148.3
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-15 21:00 -- UTC: 2026-07-16 00:00
70 Panopaea (A861 JA)              	| RA, DEC 14 57 02.71 -24 04 26.5	| EL, AZ: 83.8  13.1 	| Mag: 12.1 	| moon_dis: 94.7 
174 Phaedra (A877 RA)              	| RA, DEC 14 10 38.82 -29 13 43.4	| EL, AZ: 81.2  273.2	| Mag: 12.9 	| moon_dis: 86.7 
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 47.03 -34 09 19.8	| EL, AZ: 81.0  119.0	| Mag: 13.8 	| moon_dis: 104.0
362 Havnia (A893 EG)               	| RA, DEC 14 35 04.77 -21 30 44.7	| EL, AZ: 80.7  336.6	| Mag: 13.9 	| moon_dis: 89.1 
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 48.02 -28 11 12.1	| EL, AZ: 78.3  83.6 	| Mag: 10.5 	| moon_dis: 105.9
363 Padua (A893 FD)                	| RA, DEC 15 29 08.14 -20 06 05.6	| EL, AZ: 76.8  42.9 	| Mag: 13.8 	| moon_dis: 100.7
135 Hertha (A874 DA)               	| RA, DEC 14 27 54.41 -17 46 26.2	| EL, AZ: 76.6  335.7	| Mag: 12.4 	| moon_dis: 86.2 
556 Phyllis (A905 AD)              	| RA, DEC 15 44 09.15 -23 22 02.4	| EL, AZ: 76.3  63.4 	| Mag: 14.0 	| moon_dis: 104.9
674 Rachele (A908 UK)              	| RA, DEC 15 52 31.48 -25 23 04.2	| EL, AZ: 75.6  74.4 	| Mag: 13.0 	| moon_dis: 107.2
704 Interamnia (A910 TC)           	| RA, DEC 13 46 56.59 -26 40 00.1	| EL, AZ: 75.5  279.8	| Mag: 12.5 	| moon_dis: 80.9 
123 Brunhild (A872 OB)             	| RA, DEC 16 05 09.62 -27 23 08.5	| EL, AZ: 73.5  84.9 	| Mag: 13.9 	| moon_dis: 110.4
116 Sirona (A871 RA)               	| RA, DEC 14 25 49.13 -14 10 40.2	| EL, AZ: 73.0  338.6	| Mag: 12.7 	| moon_dis: 84.5 
563 Suleika (A905 GD)              	| RA, DEC 15 19 09.44 -14 11 42.7	| EL, AZ: 72.8  23.7 	| Mag: 14.0 	| moon_dis: 96.8 
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 17.17 -35 20 21.6	| EL, AZ: 72.3  112.3	| Mag: 13.2 	| moon_dis: 112.8
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.10 -14 38 50.0	| EL, AZ: 72.3  30.8 	| Mag: 12.4 	| moon_dis: 98.9 
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.39 -20 34 28.6	| EL, AZ: 72.3  61.2 	| Mag: 11.1 	| moon_dis: 107.2
127 Johanna (A872 VB)              	| RA, DEC 16 13 50.79 -30 11 01.6	| EL, AZ: 72.1  95.3 	| Mag: 13.2 	| moon_dis: 112.7
24 Themis (A853 GA)                	| RA, DEC 16 02 51.28 -21 20 53.2	| EL, AZ: 71.6  65.6 	| Mag: 12.5 	| moon_dis: 108.7
144 Vibilia (A875 LA)              	| RA, DEC 14 24 42.47 -12 25 02.5	| EL, AZ: 71.3  339.6	| Mag: 13.4 	| moon_dis: 83.6 
776 Berbericia (A914 BE)           	| RA, DEC 15 10 56.91 -11 46 08.5	| EL, AZ: 71.1  15.2 	| Mag: 13.1 	| moon_dis: 94.1 
481 Emita (A902 CB)                	| RA, DEC 16 12 31.56 -24 08 00.1	| EL, AZ: 70.9  76.5 	| Mag: 13.9 	| moon_dis: 111.4
154 Bertha (A875 VD)               	| RA, DEC 13 46 29.19 -17 32 03.5	| EL, AZ: 70.7  306.9	| Mag: 13.1 	| moon_dis: 77.0 
694 Ekard (A909 VC)                	| RA, DEC 14 49 51.97 -10 16 00.5	| EL, AZ: 70.1  359.2	| Mag: 13.7 	| moon_dis: 88.8 
92 Undina (A867 NA)                	| RA, DEC 15 13 18.35 -10 33 41.4	| EL, AZ: 69.7  16.0 	| Mag: 12.2 	| moon_dis: 94.3 
599 Luisa (A906 HF)                	| RA, DEC 13 52 20.74 -14 42 21.2	| EL, AZ: 69.5  315.6	| Mag: 13.8 	| moon_dis: 77.2 
469 Argentina (A901 DC)            	| RA, DEC 16 26 02.56 -36 37 42.8	| EL, AZ: 69.2  114.4	| Mag: 13.5 	| moon_dis: 115.9
269 Justitia (A887 SA)             	| RA, DEC 15 14 00.98 -09 47 51.3	| EL, AZ: 69.0  16.0 	| Mag: 13.2 	| moon_dis: 94.3 
108 Hecuba (A869 GB)               	| RA, DEC 16 26 17.39 -27 27 08.2	| EL, AZ: 69.0  88.5 	| Mag: 13.0 	| moon_dis: 115.0
559 Nanon (A905 EB)                	| RA, DEC 15 33 28.76 -11 08 46.2	| EL, AZ: 68.6  29.7 	| Mag: 13.9 	| moon_dis: 99.2 
804 Hispania (A915 FK)             	| RA, DEC 16 14 59.69 -43 44 39.2	| EL, AZ: 68.5  134.9	| Mag: 12.2 	| moon_dis: 114.2
93 Minerva (A867 QA)               	| RA, DEC 13 33 10.28 -17 38 08.4	| EL, AZ: 68.3  300.7	| Mag: 12.6 	| moon_dis: 74.1 
175 Andromache (A877 TA)           	| RA, DEC 16 27 46.28 -25 47 05.8	| EL, AZ: 68.2  84.3 	| Mag: 13.3 	| moon_dis: 115.1
79 Eurynome (A863 RA)              	| RA, DEC 14 08 36.83 -10 26 03.4	| EL, AZ: 68.0  331.1	| Mag: 13.0 	| moon_dis: 79.3 
498 Tokio (A902 XA)                	| RA, DEC 14 37 51.73 -08 17 29.7	| EL, AZ: 68.0  351.3	| Mag: 13.6 	| moon_dis: 85.3 
121 Hermione (A872 JA)             	| RA, DEC 16 27 10.19 -23 00 28.6	| EL, AZ: 67.4  77.3 	| Mag: 13.0 	| moon_dis: 114.5
13 Egeria (A850 VA)                	| RA, DEC 13 34 09.86 -11 51 07.1	| EL, AZ: 64.5  311.6	| Mag: 12.0 	| moon_dis: 72.0 
48 Doris (A857 SA)                 	| RA, DEC 16 19 11.93 -13 03 40.3	| EL, AZ: 63.4  54.8 	| Mag: 12.5 	| moon_dis: 110.5
119 Althaea (A872 GA)              	| RA, DEC 16 27 43.05 -14 25 10.8	| EL, AZ: 62.7  60.0 	| Mag: 12.6 	| moon_dis: 112.8
374 Burgundia (A893 SA)            	| RA, DEC 13 40 23.46 -08 24 16.8	| EL, AZ: 62.7  319.1	| Mag: 13.7 	| moon_dis: 72.0 
28 Bellona (A854 EA)               	| RA, DEC 16 10 58.51 -09 23 07.2	| EL, AZ: 62.1  46.1 	| Mag: 12.2 	| moon_dis: 107.6
159 Aemilia (A876 BA)              	| RA, DEC 16 35 43.44 -15 35 48.7	| EL, AZ: 61.9  64.6 	| Mag: 13.7 	| moon_dis: 115.0
210 Isabella (A879 VA)             	| RA, DEC 17 02 01.63 -29 03 49.2	| EL, AZ: 61.6  96.1 	| Mag: 14.0 	| moon_dis: 123.0
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 57.87 -14 20 58.4	| EL, AZ: 61.5  61.9 	| Mag: 13.5 	| moon_dis: 114.3
97 Klotho (A868 DB)                	| RA, DEC 15 56 17.80 -05 18 55.8	| EL, AZ: 60.8  35.0 	| Mag: 13.4 	| moon_dis: 102.9
173 Ino (A877 PA)                  	| RA, DEC 15 12 09.21 -00 06 12.4	| EL, AZ: 59.6  10.4 	| Mag: 13.5 	| moon_dis: 90.8 
231 Vindobona (A882 RB)            	| RA, DEC 17 13 18.37 -30 54 24.7	| EL, AZ: 59.4  100.6	| Mag: 13.4 	| moon_dis: 125.5
14 Irene (A851 KA)                 	| RA, DEC 17 08 16.85 -24 20 12.8	| EL, AZ: 59.0  87.5 	| Mag: 10.3 	| moon_dis: 124.0
233 Asterope (A883 JA)             	| RA, DEC 13 16 24.01 -08 04 07.6	| EL, AZ: 58.8  310.0	| Mag: 13.8 	| moon_dis: 66.4 
472 Roma (A901 NA)                 	| RA, DEC 14 53 39.47 +01 38 12.5	| EL, AZ: 58.2  1.2  	| Mag: 13.9 	| moon_dis: 85.9 
55 Pandora (A858 RB)               	| RA, DEC 13 00 30.62 -10 01 07.4	| EL, AZ: 57.4  302.1	| Mag: 13.7 	| moon_dis: 63.7 
814 Tauris (A916 AE)               	| RA, DEC 17 20 12.58 -24 04 08.0	| EL, AZ: 56.4  88.7 	| Mag: 13.8 	| moon_dis: 126.7
69 Hesperia (A861 HC)              	| RA, DEC 13 23 50.14 -03 12 58.2	| EL, AZ: 56.1  318.3	| Mag: 12.9 	| moon_dis: 66.3 
26 Proserpina (A853 JA)            	| RA, DEC 13 05 00.86 -06 40 05.9	| EL, AZ: 55.8  307.9	| Mag: 12.4 	| moon_dis: 63.3 
276 Adelheid (A888 HA)             	| RA, DEC 16 06 45.16 -00 54 56.3	| EL, AZ: 55.7  35.1 	| Mag: 14.0 	| moon_dis: 104.1
